rowid,kepid,kepoi_name,kepler_name,koi_disposition,koi_vet_stat,koi_vet_date,koi_pdisposition,koi_score,koi_fpflag_nt,koi_fpflag_ss,koi_fpflag_co,koi_fpflag_ec,koi_disp_prov,koi_comment,koi_period,koi_period_err1,koi_period_err2,koi_time0bk,koi_time0bk_err1,koi_time0bk_err2,koi_time0,koi_time0_err1,koi_time0_err2,koi_eccen,koi_impact,koi_impact_err1,koi_impact_err2,koi_duration,koi_duration_err1,koi_duration_err2,koi_depth,koi_depth_err1,koi_depth_err2,koi_ror,koi_ror_err1,koi_ror_err2,koi_srho,koi_srho_err1,koi_srho_err2,koi_fittype,koi_prad,koi_prad_err1,koi_prad_err2,koi_sma,koi_incl,koi_teq,koi_insol,koi_insol_err1,koi_insol_err2,koi_dor,koi_dor_err1,koi_dor_err2,koi_limbdark_mod,koi_ldm_coeff4,koi_ldm_coeff3,koi_ldm_coeff2,koi_ldm_coeff1,koi_parm_prov,koi_max_sngle_ev,koi_max_mult_ev,koi_model_snr,koi_count,koi_num_transits,koi_tce_plnt_num,koi_tce_delivname,koi_quarters,koi_bin_oedp_sig,koi_trans_mod,koi_datalink_dvr,koi_datalink_dvs,koi_steff,koi_steff_err1,koi_steff_err2,koi_slogg,koi_slogg_err1,koi_slogg_err2,koi_smet,koi_smet_err1,koi_smet_err2,koi_srad,koi_srad_err1,koi_srad_err2,koi_smass,koi_smass_err1,koi_smass_err2,koi_sparprov,ra,dec,koi_kepmag,koi_gmag,koi_rmag,koi_imag,koi_zmag,koi_jmag,koi_hmag,koi_kmag,koi_fwm_stat_sig,koi_fwm_sra,koi_fwm_sra_err,koi_fwm_sdec,koi_fwm_sdec_err,koi_fwm_srao,koi_fwm_srao_err,koi_fwm_sdeco,koi_fwm_sdeco_err,koi_fwm_prao,koi_fwm_prao_err,koi_fwm_pdeco,koi_fwm_pdeco_err,koi_dicco_mra,koi_dicco_mra_err,koi_dicco_mdec,koi_dicco_mdec_err,koi_dicco_msky,koi_dicco_msky_err,koi_dikco_mra,koi_dikco_mra_err,koi_dikco_mdec,koi_dikco_mdec_err,koi_dikco_msky,koi_dikco_msky_err
132,5792202,K00841.01,Kepler-27 b,CONFIRMED,Done,2018-08-16,CANDIDATE,1.0,0,0,0,0,q1_q17_dr25_sup_koi,CENT_KIC_POS,15.33528675,1.989e-05,-1.989e-05,174.00278,0.00103,-0.00103,2455007.003,0.00103,-0.00103,0.0,0.773,0.006,-0.543,3.897,0.0771,-0.0771,3081.4,39.0,-39.0,0.056,0.001045,-0.005222,0.81659,1.72145,-0.11075,LS+MCMC,5.0,0.49,-0.18,0.1179,87.95,610.0,32.67,9.96,-4.63,21.65,9.1,-9.1,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.186,0.5256,q1_q17_dr25_koi,13.146613,84.09906,86.6,5,85.0,2.0,q1_q17_dr25_tce,11111111111111111000000000000000,0.0447,Mandel and Agol (2002 ApJ 580 171),005/005792/005792202/dv/kplr005792202-20160209194854_dvr.pdf,005/005792/005792202/dv/kplr005792202-002-20160209194854_dvs.pdf,5251.0,105.0,-105.0,4.581,0.01,-0.085,0.21,0.15,-0.15,0.817,0.08,-0.029,0.926,0.032,-0.064,q1_q17_dr25_stellar,292.23676,41.08588,15.855,16.516,15.753,15.571,15.491,14.484,14.026,14.118,0.0,19.4824445,3.6e-06,41.085836,4e-05,-0.25,0.15,-0.16,0.14,0.00162,0.00055,0.00184,0.0006,-0.35,0.11,-0.35,0.11,0.49,0.13,-0.076,0.082,0.031,0.085,0.083,0.082
8759,10924400,K07388.01,,FALSE POSITIVE,Done,2018-08-16,FALSE POSITIVE,0.0,0,1,1,1,q1_q17_dr25_sup_koi,HAS_SEC_TCE---CENT_UNRESOLVED_OFFSET---EPHEM_MATCH,0.750737313,4.807e-06,-4.807e-06,131.82143,0.00606,-0.00606,2454964.821,0.00606,-0.00606,0.0,0.463,0.016,-0.447,1.712,0.171,-0.171,38.8,3.9,-3.9,0.005752,0.000269,-0.000488,0.97291,0.85989,-0.40029,LS+MCMC,0.48,0.04,-0.02,0.0153,81.33,1603.0,1558.69,387.19,-198.44,3.07,1.4,-1.4,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.1914,0.5167,q1_q17_dr25_koi,6.1503954,11.056647,13.4,1,1781.0,1.0,q1_q17_dr25_tce,11111111111111111000000000000000,0.6778,Mandel and Agol (2002 ApJ 580 171),010/010924/010924400/dv/kplr010924400-20160209194854_dvr.pdf,010/010924/010924400/dv/kplr010924400-001-20160209194854_dvs.pdf,5151.0,72.0,-92.0,4.602,0.01,-0.07,0.07,0.15,-0.15,0.761,0.066,-0.024,0.874,0.027,-0.064,q1_q17_dr25_stellar,293.82587,48.34436,12.306,12.953,12.247,12.029,11.923,10.925,10.485,10.414,0.0,19.588449,2e-05,48.34375,0.00019,2.07,0.73,-2.19,0.69,-4e-05,1.4e-05,4.2e-05,1.3e-05,1.37,0.24,-0.71,0.37,1.55,0.35,1.34,0.23,-0.59,0.36,1.47,0.31
2414,8243283,K02952.01,,FALSE POSITIVE,Done,2018-08-16,FALSE POSITIVE,0.0,0,0,1,1,q1_q17_dr25_sup_koi,CENT_RESOLVED_OFFSET---EPHEM_MATCH,1.7592691,1.573e-05,-1.573e-05,132.07552,0.00804,-0.00804,2454965.076,0.00804,-0.00804,0.0,0.564,0.0,-0.478,2.381,0.199,-0.199,140.4,12.3,-12.3,0.011222,0.000282,-0.000882,0.67402,0.74109,-0.07376,LS+MCMC,1.21,0.35,-0.18,0.0278,83.24,1519.0,1254.94,1091.77,-450.98,4.8,1.8,-1.8,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.2676,0.3928,q1_q17_dr25_koi,4.229135,12.317422,13.5,1,641.0,1.0,q1_q17_dr25_tce,00011111111111111000000000000000,0.5018,Mandel and Agol (2002 ApJ 580 171),008/008243/008243283/dv/kplr008243283-20160209194854_dvr.pdf,008/008243/008243283/dv/kplr008243283-001-20160209194854_dvs.pdf,5784.0,172.0,-190.0,4.416,0.105,-0.195,-0.14,0.3,-0.3,0.984,0.285,-0.142,0.921,0.123,-0.089,q1_q17_dr25_stellar,295.23151,44.1129,15.229,15.774,15.178,14.995,14.906,13.894,13.519,13.256,0.0,19.6820208,7.5e-06,44.112919,7e-05,-3.07,0.29,0.07,0.25,0.000776,4e-05,8.1e-05,3.5e-05,-9.93,0.28,3.55,0.32,10.55,0.28,-6.55,0.14,4.72,0.22,8.07,0.17
107,5287983,K00828.01,,FALSE POSITIVE,Done,2018-08-16,FALSE POSITIVE,0.0,0,1,1,0,q1_q17_dr25_sup_koi,MOD_SEC_DV---MOD_SEC_ALT---HAS_SEC_TCE---CENT_UNRESOLVED_OFFSET,2.507089906,2.401e-06,-2.401e-06,171.002455,0.000835,-0.000835,2455004.002,0.000835,-0.000835,0.0,1.255,16.5,-0.349,2.0067,0.0427,-0.0427,1339.2,24.7,-24.7,0.295115,16.48755,-0.342634,0.11003,25.06535,-0.00576,LS+MCMC,30.26,9.57,-3.19,0.0365,67.79,1326.0,730.47,699.82,-230.11,3.32,1.7,-1.7,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.2868,0.3588,q1_q17_dr25_koi,7.337525,50.679256,64.9,1,408.0,1.0,q1_q17_dr25_tce,01111011101110111000000000000000,0.887,Mandel and Agol (2002 ApJ 580 171),005/005287/005287983/dv/kplr005287983-20160209194854_dvr.pdf,005/005287/005287983/dv/kplr005287983-001-20160209194854_dvs.pdf,5926.0,184.0,-226.0,4.506,0.054,-0.216,-0.04,0.25,-0.3,0.939,0.297,-0.099,1.03,0.124,-0.138,q1_q17_dr25_stellar,295.37805,40.493401,15.555,16.109,15.512,15.317,15.284,14.3,13.958,13.912,0.0,19.6919219,6e-06,40.494667,5.7e-05,2.13,0.25,4.56,0.21,-0.002,0.00026,-0.005,0.00023,1.489,0.08,2.917,0.09,3.275,0.093,1.599,0.081,2.83,0.085,3.251,0.087
7992,2306740,K06265.01,,FALSE POSITIVE,Done,2018-08-16,FALSE POSITIVE,0.0,0,1,0,0,q1_q17_dr25_sup_koi,MOD_SEC_ALT---HAS_SEC_TCE---CENT_NOFITS,10.306982793,8.65e-07,-8.65e-07,143.7331641,6.95e-05,-6.95e-05,2454976.733,6.95e-05,-6.95e-05,0.0,0.564,0.003,-0.004,11.4277,0.00381,-0.00381,341790.0,103.0,-103.0,0.611069,0.001393,-0.002657,0.20326,0.00011,-0.00067,LS+MCMC,81.21,21.75,-21.75,0.0898,86.91,960.0,200.8,158.38,-104.35,10.45087,0.00566,-0.00566,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.2949,0.3354,q1_q17_dr25_koi,2805.146,12864.678,3691.9,1,0.0,1.0,q1_q17_dr25_tce,11111111111111111000000000000000,-1.0,Mandel and Agol (2002 ApJ 580 171),002/002306/002306740/dv/kplr002306740-20160209194854_dvr.pdf,002/002306/002306740/dv/kplr002306740-001-20160209194854_dvs.pdf,5912.0,160.0,-160.0,4.225,0.258,-0.172,-0.3,0.3,-0.3,1.217,0.326,-0.326,0.907,0.131,-0.087,q1_q17_dr25_stellar,292.26981,37.6982,13.545,14.025,13.496,13.34,13.245,12.297,12.022,11.958,,19.484655177,8e-09,37.69804291,1e-07,0.05028,0.00035,-0.56553,0.00036,,,,,0.014,0.067,-0.008,0.067,0.016,0.067,-0.087,0.067,0.004,0.067,0.087,0.067
3788,2708203,K04045.01,,FALSE POSITIVE,Done,2018-08-16,FALSE POSITIVE,0.0,0,0,1,1,q1_q17_dr25_sup_koi,HALO_GHOST---EPHEM_MATCH,1.89125855,3.727e-05,-3.727e-05,132.6891,0.0208,-0.0208,2454965.689,0.0208,-0.0208,0.0,0.677,0.249,-0.431,5.415,0.447,-0.447,67.9,3.6,-3.6,0.008015,0.001189,-0.000458,0.05255,0.04778,-0.01336,LS+MCMC,0.81,0.17,-0.11,0.0279,71.65,1671.0,1839.74,1111.9,-632.74,2.15,0.977,-0.977,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.3,0.2852,q1_q17_dr25_koi,3.9981947,18.424814,24.8,1,713.0,1.0,q1_q17_dr25_tce,11111111111111111000000000000000,0.5061,Mandel and Agol (2002 ApJ 580 171),002/002708/002708203/dv/kplr002708203-20160209194854_dvr.pdf,002/002708/002708203/dv/kplr002708203-001-20160209194854_dvs.pdf,6569.0,157.0,-197.0,4.41,0.15,-0.165,-1.52,0.3,-0.25,0.927,0.193,-0.129,0.805,0.07,-0.041,q1_q17_dr25_stellar,290.29932,37.908932,13.517,13.804,13.479,13.394,13.376,12.618,12.362,12.349,0.0,19.353248,1e-05,37.90941,0.00015,-1.66,0.43,1.73,0.54,0.000102,3.1e-05,-0.000127,3.9e-05,-1.71,0.7,0.46,0.41,1.77,0.67,-1.77,0.7,0.41,0.46,1.82,0.68
8234,10549576,K07341.01,,FALSE POSITIVE,Done,2018-08-16,FALSE POSITIVE,0.0,0,1,0,0,q1_q17_dr25_sup_koi,MOD_SEC_DV---MOD_SEC_ALT---HAS_SEC_TCE,9.089355023,2.208e-06,-2.208e-06,139.083714,0.000194,-0.000194,2454972.084,0.000194,-0.000194,0.0,0.647,0.003,-0.003,6.4006,0.0122,-0.0122,101480.0,202.0,-202.0,0.313154,0.000524,-0.000516,0.4397,0.00136,-0.00582,LS+MCMC,68.91,16.82,-16.83,0.1011,87.01,1511.0,1233.59,922.96,-629.49,12.4295,0.0384,-0.0384,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.3243,0.2367,q1_q17_dr25_koi,296.43802,1408.2031,756.4,1,118.0,1.0,q1_q17_dr25_tce,11111101110111011000000000000000,0.0,Mandel and Agol (2002 ApJ 580 171),010/010549/010549576/dv/kplr010549576-20160209194854_dvr.pdf,010/010549/010549576/dv/kplr010549576-001-20160209194854_dvs.pdf,7675.0,237.0,-290.0,4.051,0.165,-0.165,-0.12,0.2,-0.35,2.015,0.492,-0.492,1.665,0.21,-0.257,q1_q17_dr25_stellar,297.11826,47.741611,13.015,13.135,12.975,12.993,13.028,12.267,12.147,12.1,0.0,19.807881559,2.4e-08,47.74160546,3.2e-07,-0.08866,0.00086,-0.0163,0.0011,0.005,0.024,-0.025,0.036,-0.015,0.067,0.012,0.067,0.019,0.067,-0.121,0.068,-0.012,0.067,0.121,0.068
30,11465813,K00771.01,,FALSE POSITIVE,Done,2018-08-16,FALSE POSITIVE,0.0,0,1,1,0,q1_q17_dr25_sup_koi,INDIV_TRANS_CHASES_MARSHALL---ALL_TRANS_CHASES---CENT_FEW_DIFFS,670.645531,0.001237,-0.001237,209.04355,0.00157,-0.00157,2455042.044,0.00157,-0.00157,0.0,0.701,0.004,-0.005,53.412,0.131,-0.131,18091.0,33.5,-33.5,0.131705,0.000242,-0.000326,0.02605,0.00045,-0.00046,LS+MCMC,14.14,2.13,-0.71,1.5155,89.53,196.0,0.35,0.15,-0.06,85.24,1.5,-1.5,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.2111,0.4955,q1_q17_dr25_koi,70.64302,96.96236,642.7,1,3.0,1.0,q1_q17_dr25_tce,11100011111111111000000000000000,0.0001,Mandel and Agol (2002 ApJ 580 171),011/011465/011465813/dv/kplr011465813-20160209194854_dvr.pdf,011/011465/011465813/dv/kplr011465813-001-20160209194854_dvs.pdf,5520.0,100.0,-111.0,4.466,0.032,-0.12,0.48,0.05,-0.15,0.983,0.148,-0.049,1.03,0.042,-0.058,q1_q17_dr25_stellar,296.69861,49.316479,15.207,15.533,14.917,15.068,14.96,13.678,13.317,13.254,0.0,19.7798916,1.8e-06,49.316601,1.1e-05,-0.551,0.062,0.435,0.039,0.0175,0.0035,-0.0049,0.0051,-1.286,0.069,0.227,0.094,1.306,0.07,-1.047,0.089,0.31,0.12,1.092,0.092
448,5735762,K00148.01,Kepler-48 b,CONFIRMED,Done,2018-08-16,CANDIDATE,1.0,0,0,0,0,q1_q17_dr25_sup_koi,NO_COMMENT,4.77800306,3.382e-06,-3.382e-06,124.061465,0.000588,-0.000588,2454957.061,0.000588,-0.000588,0.0,0.02,0.359,-0.02,2.7361,0.0184,-0.0184,473.0,4.6,-4.6,0.019376,0.000441,-0.00016,2.0886,0.0145,-0.62437,LS+MCMC,1.85,0.13,-0.14,0.0528,89.91,932.0,177.79,44.24,-37.22,13.6091,0.0945,-0.0945,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.186,0.5256,q1_q17_dr25_koi,11.527626,83.910446,115.4,3,274.0,2.0,q1_q17_dr25_tce,11111111111111111000000000000000,0.9611,Mandel and Agol (2002 ApJ 580 171),005/005735/005735762/dv/kplr005735762-20160209194854_dvr.pdf,005/005735/005735762/dv/kplr005735762-002-20160209194854_dvs.pdf,5192.0,103.0,-103.0,4.489,0.066,-0.054,0.18,0.15,-0.15,0.873,0.065,-0.065,0.856,0.05,-0.041,q1_q17_dr25_stellar,299.13922,40.94902,13.04,13.692,13.009,12.761,12.692,11.702,11.292,11.221,0.373,19.942617,3.5e-06,40.948887,3.5e-05,0.12,0.14,-0.48,0.13,-4.4e-05,6.5e-05,3.2e-05,5.9e-05,0.14,0.1,-0.047,0.097,0.15,0.1,0.168,0.092,-0.28,0.12,0.32,0.12
9558,10205598,K08198.01,,FALSE POSITIVE,Done,2018-08-16,FALSE POSITIVE,0.008,1,0,0,0,q1_q17_dr25_sup_koi,ALL_TRANS_CHASES---INCONSISTENT_TRANS---CENT_FEW_DIFFS,373.89398,0.01661,-0.01661,261.4968,0.0349,-0.0349,2455094.497,0.0349,-0.0349,0.0,0.963,0.067,-0.658,27.66,2.3,-2.3,730.0,52.4,-52.4,0.032878,0.039922,-0.009555,0.00771,0.2831,-0.00537,LS+MCMC,2.51,0.27,-0.24,0.8885,88.57,206.0,0.42,0.16,-0.11,38.5,19.1,-19.1,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.2337,0.4535,q1_q17_dr25_koi,6.9918137,8.046221,18.5,1,4.0,3.0,q1_q17_dr25_tce,11111111111111111000000000000000,0.2691,Mandel and Agol (2002 ApJ 580 171),010/010205/010205598/dv/kplr010205598-20160209194854_dvr.pdf,010/010205/010205598/dv/kplr010205598-003-20160209194854_dvs.pdf,5263.0,157.0,-141.0,4.574,0.078,-0.052,-0.66,0.35,-0.3,0.699,0.074,-0.066,0.668,0.082,-0.032,q1_q17_dr25_stellar,290.93597,47.29073,14.911,15.534,14.863,14.643,14.487,13.487,13.066,12.926,0.768,19.395705,6.2e-05,47.29065,0.00046,-1.0,2.3,-0.3,1.7,0.0006,0.0015,0.0003,0.0011,2.36,0.14,-0.99,0.16,2.55,0.14,2.37,0.14,-0.91,0.16,2.54,0.14
4302,6929285,K04572.01,,FALSE POSITIVE,Done,2018-08-16,FALSE POSITIVE,0.002,0,0,1,0,q1_q17_dr25_sup_koi,CENT_RESOLVED_OFFSET,4.60690612,3.858e-05,-3.858e-05,135.19221,0.00787,-0.00787,2454968.192,0.00787,-0.00787,0.0,0.203,0.258,-0.203,4.176,0.244,-0.244,137.5,12.3,-12.3,0.01066,0.000667,-0.000528,0.52175,0.11201,-0.23708,LS+MCMC,0.9,0.19,-0.08,0.0511,88.61,950.0,192.38,123.7,-49.36,8.37,1.8,-1.8,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.2521,0.421,q1_q17_dr25_koi,4.154566,11.035789,13.3,1,223.0,1.0,q1_q17_dr25_tce,11110111011101110000000000000000,0.6552,Mandel and Agol (2002 ApJ 580 171),006/006929/006929285/dv/kplr006929285-20160209194854_dvr.pdf,006/006929/006929285/dv/kplr006929285-001-20160209194854_dvs.pdf,5529.0,167.0,-150.0,4.583,0.045,-0.135,-0.3,0.3,-0.3,0.775,0.161,-0.069,0.839,0.091,-0.091,q1_q17_dr25_stellar,284.65338,42.48835,15.069,15.639,15.021,14.824,14.729,13.79,13.345,13.312,0.0,18.976709,3.1e-05,42.48295,0.00037,-7.3,1.2,-19.4,1.3,0.00094,0.00016,0.00249,0.00017,-2.541,0.079,-5.841,0.09,6.369,0.089,-2.67,0.079,-5.96,0.087,6.531,0.085
6112,4071638,K05037.01,,CANDIDATE,Done,2018-08-16,CANDIDATE,,0,0,0,0,q1_q17_dr25_sup_koi,,349.58811,0.01254,-0.01254,183.0587,0.0273,-0.0273,2455016.059,0.0273,-0.0273,0.0,0.1899,0.2825,-0.1899,5.052,0.885,-0.885,373.3,54.9,-54.9,0.016609,0.001983,-0.001232,22.78381,4.52979,-22.04197,MCMC,134.79,38.48,-32.82,1.1802,89.95,1351.0,787.87,626.72,-387.09,528.0,105.0,-105.0,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,-0.0337,0.8367,q1_q16_koi,,,11.6,1,,1.0,q1_q16_tce,,,Mandel and Agol (2002 ApJ 580 171),004/004071/004071638/dv/kplr004071638-20130815195353_dvr.pdf,004/004071/004071638/dv/kplr004071638-001-20130826182306_dvs.pdf,3860.0,81.0,-112.0,0.949,0.03,-0.029,-0.16,0.2,-0.26,74.32,21.213,-18.098,1.792,1.375,-0.767,stellar_q1_q16,295.16342,39.180187,12.989,14.073,12.963,12.524,,10.83,9.976,9.76,0.003,19.677649,3.7e-05,39.18034,0.00039,3.7,1.5,0.6,1.4,-0.00096,0.00055,-0.00048,0.00051,0.7,0.18,1.4,1.3,1.6,1.2,1.51,0.2,0.6,1.6,1.63,0.68
4424,11912987,K04461.01,,FALSE POSITIVE,Done,2018-08-16,FALSE POSITIVE,0.0,0,0,1,1,q1_q17_dr25_sup_koi,CENT_UNRESOLVED_OFFSET---HALO_GHOST---EPHEM_MATCH,3.74786694,3.782e-05,-3.782e-05,134.17739,0.00883,-0.00883,2454967.177,0.00883,-0.00883,0.0,0.49,0.46,-0.277,3.632,0.267,-0.267,80.9,5.3,-5.3,0.008421,0.000181,-0.000542,0.45818,0.31353,-0.11943,LS+MCMC,0.89,0.28,-0.09,0.0485,85.97,1176.0,451.72,407.46,-133.55,6.98,2.4,-2.4,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.2844,0.3661,q1_q17_dr25_koi,3.2296288,14.703155,19.1,1,358.0,1.0,q1_q17_dr25_tce,11111111111111111000000000000000,0.3201,Mandel and Agol (2002 ApJ 580 171),011/011912/011912987/dv/kplr011912987-20160209194854_dvr.pdf,011/011912/011912987/dv/kplr011912987-001-20160209194854_dvs.pdf,5957.0,160.0,-195.0,4.498,0.039,-0.221,0.07,0.25,-0.35,0.971,0.299,-0.1,1.083,0.126,-0.154,q1_q17_dr25_stellar,291.00818,50.255589,13.567,14.002,13.48,13.38,13.303,12.403,12.11,12.035,0.0,19.400604,1.6e-05,50.25582,0.00017,2.06,0.57,0.84,0.62,-0.000176,5.1e-05,-6.9e-05,5.6e-05,4.31,0.83,0.71,0.55,4.37,0.88,4.27,0.85,0.64,0.53,4.32,0.89
3903,8459663,K04356.01,Kepler-1593 b,CONFIRMED,Done,2018-08-16,CANDIDATE,0.976,0,0,0,0,q1_q17_dr25_sup_koi,NO_COMMENT,174.510276,0.002148,-0.002148,201.47056,0.00966,-0.00966,2455034.471,0.00966,-0.00966,0.0,0.024,0.413,-0.024,6.689,0.345,-0.345,1530.0,115.0,-115.0,0.035188,0.002009,-0.001397,5.45009,0.46093,-2.23268,LS+MCMC,1.74,0.14,-0.2,0.4836,89.99,186.0,0.28,0.09,-0.09,206.3,17.4,-17.4,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.4016,0.2206,q1_q17_dr25_koi,5.3585615,10.974714,14.8,1,7.0,1.0,q1_q17_dr25_tce,01111111111111111000000000000000,0.3938,Mandel and Agol (2002 ApJ 580 171),008/008459/008459663/dv/kplr008459663-20160209194854_dvr.pdf,008/008459/008459663/dv/kplr008459663-001-20160209194854_dvs.pdf,4367.0,124.0,-155.0,4.822,0.06,-0.054,-1.46,0.3,-0.3,0.452,0.038,-0.052,0.496,0.025,-0.05,q1_q17_dr25_stellar,300.48816,44.46067,15.873,16.842,15.808,15.458,15.222,14.188,13.675,13.452,0.04,20.032581,2.4e-05,44.4608,0.00023,1.4,0.92,0.45,0.84,-0.0023,0.0016,-0.0009,0.0015,0.98,0.58,0.14,0.18,0.99,0.58,0.24,0.42,0.27,0.27,0.36,0.34
9496,12307496,K08078.01,,CANDIDATE,Done,2018-08-16,CANDIDATE,1.0,0,0,0,0,q1_q17_dr25_sup_koi,CENT_KIC_POS,0.805941833,8.19e-07,-8.19e-07,132.127874,0.000852,-0.000852,2454965.128,0.000852,-0.000852,0.0,1.339,9.378,-0.063,1.4432,0.0459,-0.0459,3180.4,75.1,-75.1,0.406837,9.337896,-0.059858,0.34772,45.14907,-0.03453,LS+MCMC,29.85,3.11,-2.84,0.0147,54.12,1498.0,1189.65,440.69,-326.34,2.29,1.1,-1.1,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.1908,0.5172,q1_q17_dr25_koi,4.724868,8.5543375,55.4,1,1658.0,1.0,q1_q17_dr25_tce,11111111111111111000000000000000,1.0,Mandel and Agol (2002 ApJ 580 171),012/012307/012307496/dv/kplr012307496-20160209194854_dvr.pdf,012/012307/012307496/dv/kplr012307496-001-20160209194854_dvs.pdf,5022.0,149.0,-149.0,4.597,0.072,-0.048,-0.56,0.3,-0.3,0.672,0.07,-0.064,0.651,0.083,-0.036,q1_q17_dr25_stellar,291.55447,51.043201,14.169,14.885,14.129,13.862,13.708,12.63,12.028,11.978,0.0,19.436883,1.8e-05,51.04237,0.00012,-2.75,0.62,-3.0,0.43,0.0004,0.0001,0.000532,7.3e-05,-3.13,0.11,-0.462,0.097,3.16,0.11,-3.48,0.12,-0.534,0.091,3.52,0.12
5404,2437488,K03920.01,,FALSE POSITIVE,Done,2018-08-16,FALSE POSITIVE,0.0,0,1,1,1,q1_q17_dr25_sup_koi,MOD_ODDEVEN_DV---CENT_RESOLVED_OFFSET---EPHEM_MATCH,14.46993942,8.973e-05,-8.973e-05,141.81105,0.00582,-0.00582,2454974.811,0.00582,-0.00582,0.0,1.027,43.29,-0.044,7.455,0.205,-0.205,1235.3,34.8,-34.8,0.086932,43.22747,-0.032876,0.01394,11.15854,-0.00572,LS+MCMC,85.84,9.85,-13.53,0.1345,78.96,1713.0,2033.61,724.84,-728.2,5.36,2.7,-2.7,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.1324,0.608,q1_q17_dr25_koi,12.960104,29.385788,41.9,1,186.0,1.0,q1_q17_dr25_tce,11111111111111111000000000000000,0.0,Mandel and Agol (2002 ApJ 580 171),002/002437/002437488/dv/kplr002437488-20160209194854_dvr.pdf,002/002437/002437488/dv/kplr002437488-001-20160209194854_dvs.pdf,4735.0,105.0,-117.0,2.715,0.03,-0.03,0.0,0.2,-0.25,9.043,1.037,-1.426,1.549,0.435,-0.479,q1_q17_dr25_stellar,290.22916,37.76141,14.962,16.021,14.91,14.508,14.246,13.022,12.427,12.245,0.0,19.3478075,4.4e-06,37.754725,5.2e-05,-34.26,0.19,-24.07,0.19,0.02636,0.00019,0.01781,0.00021,-8.228,0.08,-6.41,0.084,10.43,0.093,-8.3,0.088,-6.583,0.073,10.593,0.079
4085,9202434,K04253.01,,CANDIDATE,Done,2018-08-16,CANDIDATE,,0,0,0,0,q1_q17_dr25_sup_koi,,173.2578372,0.0008167,-0.0008167,194.4584,0.00392,-0.00392,2455027.458,0.00392,-0.00392,0.0,1.9038,0.0241,-0.7369,2.027,0.266,-0.266,687.0,70.1,-70.1,0.924361,0.021847,-0.684393,3.88636,1.5371,-3.11078,MCMC,117.29,72.68,-13.22,0.6528,89.38,376.0,4.73,8.87,-1.51,183.4,72.5,-72.5,Claret (2011 A&A 529 75) ATLAS LS,0.0,0.0,0.3095,0.3103,q1_q17_dr24_koi,6.486625,10.71093,13.5,1,8.0,1.0,q1_q17_dr24_tce,11111111111111111000000000000000,,Mandel and Agol (2002 ApJ 580 171),009/009202/009202434/dv/kplr009202434-20141002224145_dvr.pdf,009/009202/009202434/dv/kplr009202434-001-20141002224145_dvs.pdf,6392.0,147.0,-228.0,4.399,0.057,-0.351,0.07,0.19,-0.37,1.162,0.72,-0.131,1.232,0.252,-0.208,stellar_q1_q16,283.72552,45.676849,14.201,14.547,14.151,14.053,14.051,13.236,13.007,12.908,0.436,18.915019,2.5e-05,45.67686,0.00028,-0.56,0.96,0.1,1.0,0.00043,0.00067,0.00012,0.00072,0.05,0.99,0.09,0.23,0.1,0.93,0.1,1.2,0.19,0.23,0.2,1.2
